지역구,지점명,도로명,중앙선침범,신호위반,안전거리미확보,불법유턴,과속,안전운전불이행,교차로위반,보행자보호위반,차로위반,직진우회전방해,기타,합계
구로구,개봉사거리(경인중 남동),서울 구로구 경인로 321-1,0,1,1,0,0,4,1,1,0,0,0,8
구로구,고척교사거리(동단),서울 구로구 고척동 63-3,0,5,2,0,0,3,1,0,0,0,1,12
구로구,남구로역 삼거리(3번출구),서울 구로구 도림로 20,0,1,1,0,0,7,2,0,0,0,0,11
구로구,에이케이플라자 앞(구로점),서울 구로구 새말로 2-1,0,3,0,0,0,4,0,0,0,0,0,7
구로구,거리공원입구(신도림SK뷰),서울 구로구 신도림동 360-15,1,4,1,0,0,2,0,0,0,0,0,8
구로구,한일유앤아이앞교차로,서울 금천구 가산동 481-12,0,0,2,0,0,6,0,0,1,0,0,9
구로구,치킨아리아,서울특별시 구로구 경인로 661,0,0,0,0,0,4,0,0,0,0,0,4
구로구,구로교 남단 사거리,서울 구로구 시흥대로 583-2,0,1,0,0,0,5,0,0,0,0,0,6
구로구,오류동역앞 삼거리(3번출구),서울 구로구 오류동 332-5,0,0,2,1,0,3,0,0,0,0,1,7
구로구,구로구청 앞 사거리(동쪽),서울 구로구 가마산로 241-1,0,0,1,0,0,5,0,0,0,0,0,6
구로구,영화아파트 삼거리(101동),서울 구로구 개봉동 174-1,0,2,2,0,0,2,1,0,0,0,0,7
구로구,삼호아파트 앞 사거리(102동),서울 구로구 개봉동 403-10,1,1,0,0,0,5,0,0,0,0,0,7
구로구,예성라온팰리스 삼거리(102동),서울 구로구 경인로 248-14,0,0,2,0,0,3,0,0,1,0,0,6
구로구,구로1교 교차로(남단),서울 구로구 구로동 179-91,0,4,0,0,0,3,0,1,0,0,0,8
구로구,오류고 사거리(남쪽),서울 구로구 오리로23길 14-47,0,0,0,0,0,2,1,0,0,0,0,3
구로구,경인중 삼거리(서쪽),서울 구로구 개봉동 154-92,0,2,1,0,0,1,0,2,0,0,0,6
구로구,오금교 남단 사거리,서울 양천구 신정동 330-8,1,0,1,0,0,3,0,1,0,0,0,6
구로구,한신휴아파트 사거리(105동),서울 구로구 디지털로31길 120,0,0,0,0,0,4,0,2,0,0,2,8
구로구,미성아파트 사거리(1동 북서),서울 구로구 구로동 614-63,1,0,1,0,0,3,0,2,0,0,0,7
구로구,구로리어린이공원 사거리(북쪽),서울 구로구 구로동 139-81,1,0,1,0,0,4,0,0,0,0,1,7
구로구,오남중 부근 사거리(북쪽),서울 구로구 오리로9길 25,0,2,0,0,0,3,1,0,0,0,1,7
구로구,고척교사거리(동단),서울 구로구 고척동 63-3,0,0,0,0,0,4,0,0,0,0,0,4
구로구,구로역사거리(2번출구 북쪽),서울 구로구 구로동 602-3,0,0,0,0,0,5,1,0,0,0,0,6
구로구,구로1동파출소 앞 삼거리,서울 구로구 구로동 685-224,0,0,2,0,0,3,0,0,0,0,1,6
금천구,시흥사거리(금천지구대 동쪽),서울 금천구 시흥동 1000-48,0,12,1,0,0,7,0,1,1,0,0,22
금천구,시흥3동우편택배취급국(북쪽),서울 금천구 시흥동 1001-16,1,2,1,0,0,1,0,0,0,0,0,5
금천구,서울금천우체국 사거리(북동),서울 금천구 독산동 287-8,0,1,0,0,0,8,0,1,0,0,0,10
금천구,독산동 991-18번지 사거리,서울 금천구 독산동 995-9,0,0,0,0,0,6,0,0,0,0,0,6
금천구,말미사거리(홈플러스 금천점),서울 금천구 독산동 292-25,0,2,1,0,0,9,0,0,0,0,0,12
금천구,마리오사거리(마리오아울렛 앞),서울 금천구 가산동 60-35,1,1,2,0,0,1,0,0,1,0,0,6
금천구,기아대교 동단 삼거리,서울 금천구 시흥동 1001-29,0,6,0,0,0,4,0,0,0,0,0,10
금천구,독산동군인아파트 삼거리(5동),서울 금천구 독산동 1152,0,5,0,0,0,2,0,0,0,0,0,7
금천구,시흥5동주민센터 오거리(남쪽),서울 금천구 시흥동 1000-123,1,2,1,0,0,1,0,1,1,0,1,8
금천구,말미사거리(홈플러스 금천점),서울 금천구 독산동 292-25,0,0,2,0,0,4,0,0,0,0,0,6
금천구,시흥4동주민센터 부근(북서),서울 금천구 시흥동 1000-25,1,1,1,0,1,6,0,0,0,0,1,11
금천구,마리오사거리(마리오아울렛 앞),서울 금천구 가산동 60-35,2,0,0,0,0,1,0,0,0,0,0,3
금천구,문성지구대 사거리(남서),서울 금천구 독산동 189-36,0,1,1,0,0,3,0,0,0,0,0,5
금천구,홈플러스 시흥점 부근(남쪽),서울 금천구 시흥동 992-47,0,2,1,0,0,4,0,0,0,0,1,8
금천구,디지털단지 오거리(가산파출소),서울 구로구 가리봉동 121-50,0,2,0,1,0,2,0,0,0,0,0,5
금천구,독산사거리(롯데마트 금천점),서울 금천구 독산동 152-12,0,1,0,0,0,2,0,2,0,0,0,5
금천구,문성지구대 삼거리(북서),서울 금천구 독산동 185-4,0,1,1,0,0,3,0,0,0,0,0,5
금천구,현대지식산업센터삼거리(남쪽),서울 금천구 독산동 294-8,0,0,0,1,0,4,0,2,0,0,0,7
금천구,시흥사거리(금천지구대 동쪽),서울 금천구 시흥동 1000-48,0,0,0,0,0,5,0,0,0,0,0,5
금천구,남부여성발전센터 부근(북서),서울 금천구 시흥동 1000-158,0,0,1,0,0,6,0,0,0,0,0,7
금천구,금천우체국사거리(남쪽),서울 금천구 독산동 287-8,0,1,2,0,0,3,1,0,0,0,0,7
금천구,금천교사거리(하안대교 서단),서울 금천구 독산동 1085,0,1,2,0,0,2,0,1,0,0,0,6
금천구,시흥4동주민센터 삼거리(북서),서울 금천구 시흥동 1000-25,0,0,1,0,0,2,0,0,0,0,1,4
금천구,구로전화국사거리(KT구로 남쪽),서울 금천구 독산동 996,0,1,0,0,0,3,1,1,0,0,0,6
금천구,서울시흥초 삼거리(동쪽),서울 금천구 시흥동 1000-81,0,1,1,0,0,2,0,0,0,0,0,4
금천구,디지털3단지(롯데IT캐슬1동),서울 금천구 가산동 371-27,0,0,2,0,0,4,0,0,1,0,0,7
금천구,관악농협 삼거리,서울 금천구 독산동 148-23,0,1,1,0,0,1,0,0,0,0,1,4
금천구,남부여성발전센터 부근(북서),서울 금천구 시흥동 21-5,0,0,0,0,0,5,0,0,0,0,0,5
금천구,관악농협신독산지점 앞 삼거리,서울 금천구 독산동 148-23,0,1,0,0,0,1,0,1,0,0,0,3
금천구,박미삼거리(백산초 북서),서울 금천구 시흥동 1000-92,0,0,0,0,0,3,0,1,0,0,0,4
노원구,창동교 동단 사거리,서울 노원구 상계동 739,0,4,1,0,0,10,3,1,0,0,0,19
노원구,중계역사거리,서울 노원구 덕릉로 553,0,7,2,0,0,2,0,1,0,0,0,12
노원구,태릉입구역 사거리(7호선),서울 노원구 공릉동 678-1,0,4,3,0,0,5,1,0,0,0,1,14
노원구,중계경남아너스빌 앞(102동),서울 노원구 중계동 136-1,2,2,0,0,0,4,0,2,0,0,0,10
노원구,수락산역 부근(4번출구),서울 노원구 상계동 1118-77,0,0,1,0,0,3,1,1,0,0,1,7
노원구,하계역 사거리,서울 노원구 동일로 지하 1196,0,2,3,0,0,6,0,1,0,0,0,12
노원구,공릉역 사거리,서울 노원구 동일로 지하 1074,0,3,1,0,0,7,0,0,0,0,0,11
노원구,롯데백화점 앞 사거리(상계2동),서울 노원구 노해로 476-2,0,1,1,0,0,4,0,0,0,0,2,8
노원구,신도2차아파트 부근 사거리(북동),서울 노원구 동일로193길 7,0,1,2,0,1,4,0,0,0,0,1,9
노원구,녹천교 동단 사거리,서울 노원구 상계동 769-4,0,3,1,0,0,6,0,0,0,0,0,10
노원구,불암현대아파트 부근(서북),서울특별시 노원구 덕릉로118길 27,1,1,1,0,0,7,0,0,0,0,0,10
노원구,화랑대사거리(공릉2치안센터),서울 노원구 노원로1길 2,0,1,1,0,0,7,0,0,0,0,0,9
노원구,인덕대학입구교차로,서울 노원구 초안산로 12,0,4,1,0,0,6,0,0,0,0,0,11
노원구,월계주공1단지(108동 서쪽),서울 노원구 월계로49길 5,0,2,0,0,0,2,0,0,0,0,0,4
노원구,공릉우성아파트 부근(서남),서울 노원구 동일로198길 24,0,2,0,0,0,2,0,0,0,0,0,4
노원구,중계근린공원 사거리(북쪽),서울 노원구 동일로 1229,0,1,1,1,0,2,0,1,0,0,0,6
노원구,상계2동주민센터 부근(남동),서울 노원구 상계로 118,0,1,1,0,0,6,1,0,0,1,0,10
노원구,하계역 사거리,서울 노원구 동일로 지하 1196,0,5,3,0,0,1,0,1,0,0,0,10
노원구,노일초 사거리(북동),서울특별시 노원구 동일로 1625,0,1,2,0,0,5,0,0,0,0,0,8
노원구,롯데백화점 앞 사거리(상계2동),서울 노원구 동일로 1413,0,2,0,0,0,7,0,0,0,0,0,9
노원구,대진고등학교 사거리,서울 노원구 공릉로62가길 47,0,6,1,0,0,2,0,1,0,0,0,10
노원구,수락산입구역 사거리(5번출구),서울 노원구 동일로 지하 1662,0,2,0,0,1,2,1,2,0,0,0,8
노원구,순복음노원교회 앞 삼거리,서울 노원구 노원로 440,0,1,1,0,0,3,1,0,0,0,1,7
노원구,메디아이여성병원 부근(북쪽),서울 노원구 노원로 448,0,1,2,0,0,5,1,0,0,0,0,9
노원구,두산아파트 앞 사거리(101동),서울 노원구 동일로241길 53,1,0,1,0,0,5,0,0,0,0,0,7
노원구,공릉초 부근 사거리(북쪽),서울 노원구 동일로173길 12,0,2,0,0,0,4,1,1,0,0,1,9
노원구,서울여대입구 삼거리(남쪽),서울 노원구 화랑로 621,0,0,0,0,0,1,2,0,0,0,0,3
노원구,노원구민회관교차로,서울 노원구 하계동,0,0,2,0,1,1,1,0,1,0,0,6
노원구,녹천중학교 부근 삼거리(서쪽),서울 노원구 월계로 376,0,0,0,0,0,5,0,0,1,0,1,7
노원구,상계역 삼거리(북쪽),서울 노원구 상계로 182,0,0,0,0,0,6,0,0,0,0,1,7
도봉구,창동고 앞 삼거리(북서),서울 도봉구 노해로62길 7,0,4,0,0,0,2,1,1,1,0,0,9
도봉구,우이교교차로(데시앙104동),서울 도봉구 창동,0,4,1,0,0,7,0,0,0,0,0,12
도봉구,창동시장입구(강북힘찬병원),서울 도봉구 창동 445-13,0,0,0,0,0,4,0,0,0,0,0,4
도봉구,삼성래미안2단지(202동 북쪽),서울 도봉구 도봉로150길 42,0,0,0,0,0,6,0,3,0,1,0,10
도봉구,쌍문파출소 사거리(남쪽),서울 도봉구 방학로3길 132,0,0,2,0,0,6,1,1,0,0,0,10
도봉구,창동역 사거리(1번출구 동쪽),서울 도봉구 마들로11길 77,0,0,0,0,0,7,0,0,0,0,0,7
도봉구,방학역삼거리(1번출구 남서),서울 도봉구 도봉로150다길 3,0,3,1,0,0,2,0,0,0,0,0,6
도봉구,서울오봉초 사거리(동쪽),서울 도봉구 시루봉로 285,0,0,0,1,0,4,0,0,0,0,0,5
도봉구,도봉역사거리(1번출구 앞),서울 도봉구 도봉로170길 2,0,3,1,0,0,1,0,1,0,0,0,6
도봉구,금호1차아파트 사거리(1동),서울 관악구 대학18길 6,0,0,0,0,0,3,0,1,0,0,0,4
도봉구,노원교교차로(서단),서울 도봉구 도봉동,0,1,1,0,0,5,0,0,0,0,0,7
도봉구,홈플러스 앞 사거리(방학점),서울 도봉구 도봉로 678,0,3,0,0,0,3,1,0,0,0,0,7
도봉구,도봉보건소 사거리(남쪽),서울 도봉구 방학로3길 117,0,4,1,0,0,1,0,0,0,0,0,6
도봉구,거성학마을아파트(101동),서울 도봉구 도당로 116,1,1,0,0,0,3,0,0,0,0,1,6
도봉구,창동현대1차 앞(101동),서울 도봉구 해등로16길 12,0,0,0,0,0,5,0,1,0,0,1,7
도봉구,도봉구민회관 앞 삼거리,서울 도봉구 도봉로 552,0,1,1,0,0,1,0,0,0,0,1,4
도봉구,서울숭미초 삼거리(남쪽),서울 도봉구 노해로 179,0,1,0,0,0,3,0,1,0,0,0,5
도봉구,도봉산역 부근 삼거리(남쪽),서울 도봉구 도봉로 948,0,3,1,0,0,1,0,0,0,0,0,5
도봉구,반석교회 앞 삼거리,서울 구로구 도림로20길 40,0,1,0,0,0,3,0,0,0,0,0,4
도봉구,중흥S클래스삼거리(101동),서울 도봉구 도봉로180가길 32,0,1,1,0,0,2,0,1,0,0,0,5
도봉구,서울북부지방법원 삼거리(동쪽),서울 도봉구 마들로 749,0,1,1,0,0,1,0,0,0,0,0,3
도봉구,녹천교 서단 사거리,서울 도봉구 창동,0,2,0,0,0,5,0,0,0,0,0,7
도봉구,창원초교사거리(남동),서울 도봉구 해등로 103,0,2,0,0,0,1,0,0,0,0,0,3
도봉구,도봉산역 삼거리(1번출구),서울 도봉구 도봉로 948,0,1,1,0,0,2,0,0,0,0,0,4
도봉구,도봉경찰서 사거리(남동),서울 도봉구 노해로 403,0,1,1,0,0,2,0,0,0,0,1,5
도봉구,수유교 남단 사거리,서울 도봉구 쌍문동,0,0,0,0,0,2,1,1,0,0,0,4
도봉구,도봉1치안센터 사거리(북쪽),서울 도봉구 도봉로169나길 4,0,0,0,0,0,5,0,0,0,0,0,5
도봉구,쌍문역 1번출구 부근(북쪽),서울 도봉구 도봉로 지하 486-1,0,0,0,0,0,5,0,0,0,0,0,5
도봉구,청한빌라 앞(이마트 쌍문동점),서울 도봉구 해등로 373,0,0,0,0,0,2,0,1,0,0,0,3
동대문구,경동시장사거리(동의보감타워),서울 동대문구 고산자로36길 3,0,3,2,0,0,15,1,0,0,0,0,21
동대문구,용두1치안센터 사거리(동쪽),서울특별시 동대문구 왕산로 95,0,4,4,0,0,4,2,3,0,0,0,17
동대문구,청량리역 교차로,서울 동대문구 왕산로 214,0,3,1,0,0,10,0,0,0,0,2,16
동대문구,장안동사거리(프리머스 시네마),서울 동대문구 장안동,2,4,1,0,0,3,1,0,0,0,2,13
동대문구,청량리역 부근 삼거리(서쪽),서울 동대문구 왕산로 214,0,0,0,0,0,17,0,1,0,0,0,18
동대문구,삼육보건대 사거리(북서),서울 동대문구 망우로 82,0,2,2,0,1,4,0,1,1,1,0,12
동대문구,성바오로병원 교차로(북서),서울 동대문구 제기동,0,3,3,0,0,8,2,2,1,0,0,19
동대문구,경동시장 앞 삼거리(동서울빌딩),서울 동대문구 제기동,0,1,1,0,0,8,0,0,1,0,0,11
동대문구,휘경2동주민센터 앞 삼거리,서울 동대문구 한천로 329,1,4,1,0,0,4,0,0,0,0,1,11
동대문구,농협 앞 교차로(제기동점),서울특별시 동대문구 제기동 1015,0,0,1,1,0,8,0,1,1,0,1,13
동대문구,신설동역사거리(동대문우체국),서울 동대문구 천호대로 4,0,6,1,0,0,2,2,0,1,0,1,13
동대문구,제기동 433-5번지 사거리,서울 동대문구 제기동 433-5,0,0,0,0,0,8,1,3,0,0,1,13
동대문구,도시철도공사 앞 사거리,서울 동대문구 장안동,0,1,2,0,0,8,0,0,0,0,0,11
동대문구,동원빌딩 앞 삼거리,서울 동대문구 망우로 19,0,0,2,0,0,5,0,1,0,0,0,8
동대문구,촬영소사거리(풍안시장 앞),서울 동대문구 한천로 123,1,3,1,0,0,4,0,1,1,0,0,11
동대문구,성바오로병원 교차로(북서),서울 동대문구 제기동,0,1,2,0,0,4,0,0,0,1,0,8
동대문구,이슬어린이공원 부근 삼거리,서울 동대문구 장안1동 190-62,0,0,2,1,0,3,0,0,0,0,0,6
동대문구,개운산입구교차로(고려대),서울 성북구 종암동,0,3,1,0,0,2,0,0,2,0,0,8
동대문구,휘경센트레빌 사거리(101동 북서),서울 동대문구 외대역동로 14,0,3,2,0,0,4,0,2,0,0,0,11
동대문구,휘경119안전센터 앞 삼거리,서울 동대문구 망우로 106,0,1,2,0,0,2,1,1,0,0,0,7
동대문구,홍파초 앞 사거리,서울 동대문구 고산자로 518,0,1,4,0,0,3,0,1,0,0,0,9
동대문구,제기사거리(제기동 799번지),서울 동대문구 제기동,0,3,1,0,0,5,0,0,0,1,0,10
동대문구,배봉초 사거리(남동),서울 동대문구 사가정로 207,1,4,1,0,0,3,0,2,0,0,0,11
동대문구,동대문중 사거리(남쪽),서울 동대문구 답십리로 130,0,2,1,2,0,3,0,0,0,0,0,8
동대문구,청량리동주민센터 부근,서울 동대문구 왕산로43다길 5,0,2,4,0,0,2,0,1,1,0,0,10
동대문구,클래식타워 앞 교차로,서울 동대문구 천호대로 307,0,0,0,1,0,5,0,2,0,0,1,9
동대문구,용신동주민센터 부근(동쪽),서울 동대문구 천호대로27길 35,0,1,3,0,0,3,0,2,0,0,0,9
동대문구,전농119안전센터 앞 사거리,서울 동대문구 황물로 3,1,4,0,0,0,3,1,0,0,0,0,9
동대문구,한국외대 부근 삼거리,서울 동대문구 이문로 107,1,0,0,0,0,4,0,0,0,0,0,5
동작구,상도역사거리,서울 동작구 상도로 지하 272,0,7,7,0,0,7,4,4,1,0,0,30
동작구,한강대교 남단 사거리,서울 동작구 본동,0,5,5,0,0,10,2,0,0,0,0,22
동작구,성대시장 앞 삼거리(북동),서울 동작구 국사봉1길 41,1,0,1,0,0,8,2,3,0,0,1,16
동작구,대림사거리(대림우체국 남동),서울 영등포구 대림로 85,0,5,1,1,0,4,3,0,1,0,0,15
동작구,이수역 부근(10번출구 서쪽),서울 동작구 사당로 지하 310,0,3,3,0,0,5,0,0,0,0,0,11
동작구,숭실대입구역 부근(북쪽),서울 동작구 상도로 지하 378,1,3,1,1,0,7,1,2,0,0,0,16
동작구,노량진삼거리(노량진역),서울 동작구 노량진로 151,0,3,2,0,0,4,0,2,0,0,1,12
동작구,사당역사거리(사당역 앞),서울 동작구 남부순환로 지하 2089,0,1,0,0,0,8,0,0,0,0,0,9
동작구,중앙하이츠빌 부근(110동),서울 동작구 상도로 320,0,1,2,0,0,3,0,0,0,0,0,6
동작구,상도3동주민센터 앞 삼거리,서울 동작구 성대로2길 11,0,0,0,0,0,16,0,0,0,0,0,16
동작구,노량진119안전센터 앞 삼거리,서울 동작구 노량진로 187,0,4,0,0,0,1,0,0,0,0,0,5
동작구,신대방삼거리역,서울 동작구 상도로 지하 76,0,4,4,2,0,5,0,1,0,0,1,17
동작구,국립현충원 삼거리(분수대앞),서울 동작구 현충로 210,0,0,4,0,0,7,0,0,0,0,0,11
동작구,숭실대입구역삼거리,서울 동작구 상도로 지하 378,0,2,2,0,0,1,0,1,0,1,0,7
동작구,남성지구대 앞 삼거리,서울 동작구 동작대로43길 22,0,1,1,0,0,6,0,0,0,0,0,8
동작구,중앙대학교병원 앞 사거리,서울 동작구 흑석로 102,0,0,1,0,0,2,1,5,0,0,0,9
동작구,장승배기역사거리,서울 동작구 상도로 지하 188,1,0,1,0,0,2,0,2,0,0,0,6
동작구,신대방삼거리역 부근(남쪽),서울 동작구 상도로 지하 76,1,0,2,0,0,5,2,2,0,0,1,13
동작구,신한은행 상도역지점 앞 오거리,서울 동작구 상도로 241,0,3,1,0,0,4,1,0,0,0,0,9
동작구,동작지하차도(동작역 부근),서울 동작구 동작동,0,5,3,0,0,2,0,0,0,0,0,10
동작구,남사초등학교,서울 동작구 동작대로13길 22,0,0,0,0,1,1,0,0,0,0,0,2
동작구,약수맨션앞 사거리(B동 서쪽),서울 동작구 양녕로26길 11,0,1,1,0,0,7,0,0,0,0,1,10
동작구,노량진삼거리(노량진역),서울 동작구 노량진동,0,0,0,0,0,5,0,0,0,0,3,8
동작구,대림아파트(공무원공군아파트),서울 동작구 사당로17길 52,0,1,1,0,0,3,0,0,0,0,0,5
동작구,노량진수산시장 앞 도로,서울 동작구 노들로 674,0,0,2,0,0,2,0,0,1,0,0,5
동작구,한강대교 남단 사거리,서울 동작구 본동,0,0,7,0,0,0,0,0,1,0,0,8
동작구,상도3파출소 앞 삼거리,서울 동작구 상도로 87,0,0,1,1,0,3,0,3,0,0,0,8
동작구,서울공고 앞 사거리,서울 동작구 대방동1길 46,0,1,2,0,0,3,1,0,0,0,0,7
동작구,삼거리시장 사거리(동남),서울특별시 동작구 노량진동,0,2,0,0,0,5,0,0,0,0,1,8
동작구,상도아아파트 앞(101동),상도아아파트 앞(101동),0,0,0,0,0,4,0,0,0,0,0,4
마포구,공덕오거리(공덕역),서울 마포구 공덕동 429-11,0,7,0,0,0,6,1,0,1,0,0,15
마포구,서교푸르지오 부근(북쪽),서울 마포구 홍익로 10,0,3,0,0,0,6,3,0,0,0,0,12
마포구,신촌로타리(신촌역),서울 마포구 노고산동 31-123,0,2,4,0,0,7,0,0,0,0,1,14
마포구,신공덕2차래미안 앞(203동),서울 마포구 만리재로 74,0,2,0,0,0,2,0,0,0,0,0,4
마포구,양화대교북단 부근(북동),서울 마포구 합정동 345-1,0,1,3,0,0,4,0,0,0,0,0,8
마포구,아현중학교 앞 사거리(남쪽),서울 마포구 마포대로 247,0,0,0,0,0,3,0,1,0,0,0,4
마포구,합정역 부근(6번출구),서울 마포구 합정동 402,0,0,0,0,0,4,2,0,1,0,0,7
마포구,아현교차로(아현중 부근),서울 마포구 아현동,0,3,0,0,0,2,0,1,0,0,1,7
마포구,서교동사거리(서교웨딩문화원),서울 마포구 서교동,0,1,1,0,0,4,1,0,0,0,0,7
마포구,성산2교 남단 사거리,서울 마포구 성산동,0,1,3,0,0,1,0,1,0,0,0,6
마포구,드와이트스쿨 부근 삼거리(북쪽),서울특별시 마포구 월드컵북로62길 21,0,2,0,0,0,3,0,0,1,0,0,6
마포구,성산119안전센터 앞 삼거리,서울 마포구 월드컵북로 240,0,3,0,0,0,1,0,0,1,0,0,5
