지역구,지점명,도로명,중앙선침범,신호위반,안전거리미확보,불법유턴,과속,안전운전불이행,교차로위반,보행자보호위반,차로위반,직진우회전방해,기타,합계
양천구,목동3시장 교차로,서울 양천구 목동 618-18,0,0,0,0,0,5,0,0,0,0,1,6
양천구,청송그린힐 아파트 앞 사거리,서울 양천구 신월동 906,1,0,0,0,0,2,0,1,0,0,0,4
양천구,방송회관 앞(목운중),서울 양천구 목동 922,0,0,0,0,0,4,1,0,1,1,0,7
양천구,목동문화회관 부근 삼거리(남동),서울특별시 양천구 목동동로 77,0,1,1,0,0,5,0,0,1,0,0,8
양천구,강월초 동남 삼거리,서울 양천구 신월동 906,0,0,0,0,0,4,0,0,0,0,0,4
양천구,신정네거리역 사거리,서울 양천구 신정동 1031-1,0,1,1,0,0,4,0,0,0,0,0,6
양천구,강서초 부근 사거리(동쪽),서울 양천구 신월동 849,1,0,1,0,0,2,0,1,0,0,0,5
양천구,양동중 사거리(동쪽),서울 양천구 목동 508-5,0,0,0,0,0,5,0,2,0,0,0,7
양천구,신트리공원 앞 사거리,서울 양천구 신정동 310-10,0,3,0,0,0,1,0,0,1,0,0,5
영등포구,영등포로타리(영등포2치안센터),서울 영등포구 영등포동2가 174-1,0,4,10,0,0,13,0,0,1,0,0,28
영등포구,삼성화재영등포사옥 앞,서울 영등포구 양평로 76,1,5,4,0,0,11,2,1,0,0,0,24
영등포구,영등포역 앞 삼거리(우체국),서울 영등포구 경인로 841,1,4,1,0,0,8,0,1,1,0,1,17
영등포구,노들길 김포방향,서울 영등포구 당산로52길 3,0,0,1,0,0,1,0,0,0,0,0,2
영등포구,우성빌딩 사거리(북서),서울 영등포구 버드나루로 73,0,1,1,0,0,8,0,0,0,0,0,10
영등포구,여의2교 서단 사거리,서울 영등포구 영등포동7가 94-411,0,4,2,0,0,5,0,0,0,0,0,11
영등포구,영등포시장사거리(중앙어린이공원 부근),서울 영등포구 영등포동6가 7-1,0,2,1,0,0,7,1,2,0,0,0,13
영등포구,거리공원오거리(신동아 2동),서울 구로구 구로동 68-1,1,5,0,0,0,4,0,0,0,0,0,10
영등포구,영등포전화국(신화병원),서울 영등포구 영중로 100,1,0,0,0,0,5,0,1,0,0,0,7
영등포구,여의교교차로(여의도119안전센터),서울 영등포구 의사당대로 162,0,3,1,0,0,5,0,0,0,0,0,9
영등포구,신풍역 3번출구(7호선),서울 영등포구 신길동 399,0,2,2,0,0,5,1,1,0,0,0,11
영등포구,영등포역 앞 삼거리(우체국),서울 영등포구 경인로 841,0,4,1,0,0,4,0,0,0,0,0,9
영등포구,국제금융센터 앞 사거리,서울 영등포구 국제금융로 10,0,4,1,0,0,3,0,0,0,0,0,8
영등포구,신길광장공원(구민체육센터),서울 영등포구 신길동 431-28,0,4,0,0,0,2,0,0,0,0,0,6
영등포구,청과시장입구(영등포역),서울 영등포구 문래동3가 2-2,0,5,0,0,0,2,0,1,1,0,0,9
영등포구,당산푸르지오 앞(101동),서울 영등포구 영중로 154,1,1,0,0,0,3,0,1,0,0,0,6
영등포구,도림사거리(신길건영아파트),서울 영등포구 신길동 362-1,0,5,2,0,0,4,0,0,0,0,0,11
영등포구,우성2차 앞 사거리(201동),서울 영등포구 도림로47길 1,1,1,0,0,0,3,0,1,0,0,1,7
영등포구,영등포구청 앞 사거리,서울 영등포구 당산로 123,0,1,2,0,0,6,1,0,0,0,0,10
영등포구,썬프라자(우성3차 앞 삼거리),서울 영등포구 신길로 39,0,2,1,1,0,3,0,0,0,0,1,8
영등포구,당산역 부근(3번출구),서울 영등포구 당산동6가 323-1,0,0,1,0,0,1,0,0,0,0,0,2
영등포구,영등포구청 삼거리(남동),서울 영등포구 당산로 123,0,3,0,0,0,4,0,0,0,0,1,8
영등포구,사러가쇼핑센터 앞 사거리,서울 서대문구 연희맛로 23,0,2,1,0,0,3,1,1,0,0,0,8
영등포구,영등포로타리(영등포2치안센터),서울 영등포구 버드나루로 1-1,1,1,1,0,0,4,0,0,0,0,0,7
영등포구,여의도역 사거리,서울 영등포구 의사당대로 지하 101,1,2,0,0,0,0,0,1,0,0,0,4
영등포구,문래동사거리(영등포초),서울 영등포구 문래동1가,1,0,2,0,0,4,0,0,0,0,0,7
영등포구,서울교 서단 교차로,서울 영등포구 여의도동 29-1,0,0,2,0,0,1,1,0,2,0,0,6
영등포구,대림공원사거리(대림어린이공원),서울 영등포구 대림로 106,0,2,0,0,1,5,1,0,0,0,0,9
영등포구,구로제2교 동단(대림역),서울 영등포구 대림동 1053-6,0,4,1,0,0,5,0,1,0,0,0,11
영등포구,양남사거리(양평파출소 앞),서울 영등포구 양평동1가 19-2,0,2,2,0,0,3,0,0,0,0,0,7
용산구,보광동주민센터 사거리(동쪽),서울 용산구 보광동 217-2,0,0,0,0,0,5,2,2,0,0,0,9
용산구,용산역 앞 사거리(한강초),서울 용산구 한강대로14길 9,0,6,1,0,0,3,1,0,0,0,0,11
용산구,현대리버티하우스(서쪽),서울 용산구 독서당로 70,0,1,1,0,0,4,1,2,1,0,1,11
용산구,브라운스톤용산아파트 부근(동북),서울특별시 용산구 효창원로 88,0,0,0,0,0,4,0,0,0,0,1,5
용산구,순천향대서울병원 부근,서울 용산구 대사관로 59,1,1,0,0,0,5,0,2,0,0,0,9
용산구,이태원119안전센터 앞 사거리,서울 용산구 이태원로 196,0,2,0,0,0,6,0,0,0,0,0,8
용산구,이태원동우체국 삼거리(남서),서울 용산구 녹사평대로 212,2,0,2,0,0,1,0,0,0,0,0,5
용산구,용산우체국교차로,서울 용산구 한강로2가,0,3,0,0,0,3,0,0,0,0,0,6
용산구,한강대교 북단 교차로,서울 용산구 이촌동 301-5,0,3,1,0,0,4,0,1,0,0,0,9
용산구,녹사평역(이태원지하차도),서울 용산구 녹사평대로 지하 195,0,0,2,0,0,5,0,1,0,0,0,8
용산구,이태원동 262-79번지 앞 삼거리,이태원동 262-79,1,0,0,0,0,2,0,0,0,0,0,3
용산구,한남대교 삼거리(북단),서울 용산구 한남동 459-2,0,1,2,0,0,2,0,0,0,0,0,5
용산구,KY빌딩 앞 삼거리,서울 용산구 한강대로 31,0,2,1,0,0,4,0,0,0,0,1,8
용산구,한강대교 남단 사거리,서울 동작구 본동 475-1,0,0,0,0,0,1,0,0,0,0,1,2
용산구,동부센트레빌 앞(101동),서울 용산구 이촌로 174,0,1,1,0,0,3,0,0,0,0,0,5
용산구,청년창업플러스센터 앞 사거리,서울 마포구 매봉산로 37,0,2,2,0,0,4,1,0,0,0,0,9
용산구,서울한남초 삼거리(남쪽),서울 용산구 한남대로 112,0,0,2,0,0,4,0,0,0,0,0,6
용산구,효창공원앞역 사거리,서울 용산구 백범로 지하 287,0,1,1,0,0,2,1,1,0,0,0,6
용산구,전쟁기념관 삼거리(남서),서울 용산구 한강로1가 42,0,0,1,0,0,2,0,0,0,0,1,4
용산구,남영역 사거리(1번출구),서울 용산구 원효로1가 110-2,0,4,0,0,0,1,0,1,0,0,0,6
용산구,청파동주민센터 사거리(남쪽),서울 용산구 청파로49길 6,0,0,0,0,0,4,0,0,0,0,1,5
용산구,서빙고동주민센터 앞 교차로,서울 용산구 서빙고로 279,0,1,1,0,0,3,0,0,0,0,0,5
용산구,유닉스 전자빌딩 앞 사거리,서울 용산구 원효로 252,0,3,0,0,0,2,0,0,0,0,0,5
용산구,남영동우체국 앞 사거리,서울 용산구 두텁바위로 6-1,0,1,1,0,0,5,0,0,0,0,0,7
용산구,호텔케피탈 부근 삼거리(서남),서울 용산구 장문로 23,0,1,2,0,0,1,0,0,0,0,0,4
용산구,폴리텍1대학 앞 삼거리,서울 용산구 보광동 238-85,0,0,0,0,0,2,0,0,0,0,1,3
용산구,삼각지역 사거리(3번출구),서울 용산구 한강로1가 296-1,0,0,1,0,0,2,0,0,0,0,0,3
용산구,이태원역 삼거리,서울 용산구 이태원로 지하 177,0,1,0,0,0,7,0,0,0,0,0,8
용산구,서울남정초 부근 사거리,서울 용산구 원효로64길 17-10,1,1,1,0,0,1,0,0,0,0,0,4
용산구,이태원동우체국 부근 교차로,서울 용산구 녹사평대로 212,0,2,0,0,0,3,0,0,0,0,0,5
은평구,청구성심병원 앞 삼거리,서울 은평구 통일로 873,0,8,0,0,0,5,0,0,0,0,0,13
은평구,연신내역사거리(3번출구),서울 은평구 불광동 308-1,0,7,0,0,0,5,0,2,0,0,0,14
은평구,국립보건원 앞 삼거리,서울 은평구 통일로 684,0,4,0,0,0,0,0,0,0,0,0,4
은평구,불광역 사거리(6번출구),서울 은평구 대조동 13-1,0,9,1,0,0,1,0,0,2,0,0,13
은평구,역촌역 사거리,서울 은평구 서오릉로 지하 63,1,2,1,0,0,7,1,0,0,0,1,13
은평구,구산역 사거리,서울 은평구 연서로 지하 137-1,0,2,3,0,0,5,2,0,0,0,4,16
은평구,국민연금공단(서쪽),서울 은평구 통일로 742 한화생명빌딩 3층,1,1,0,0,1,6,0,0,1,0,0,10
은평구,질병관리본부 부근 사거리,서울 은평구 불광동 285-43,0,2,2,1,0,4,0,0,0,0,1,10
은평구,수색교 북단 삼거리,서울 은평구 수색동 401-2,1,4,0,0,0,1,0,0,0,0,0,6
은평구,응암오거리(연은초 부근),서울 은평구 응암동 604-3,0,4,0,0,0,7,0,0,0,0,0,11
은평구,동명여고 앞 교차로,서울 은평구 대조동 2-54,0,2,0,0,0,2,0,0,0,0,0,4
은평구,역촌역 부근 삼거리(북쪽),서울 은평구 서오릉로 지하 63,1,1,2,0,0,2,0,0,0,1,0,7
은평구,갈현동 439-10번지(사거리),서울 은평구 갈현동 389-14,0,0,0,0,0,6,0,0,0,0,0,6
은평구,수색119안전센터 앞 삼거리,서울 은평구 수색로 320,0,3,0,0,0,2,0,0,0,0,0,5
은평구,신사오거리(응암역),서울 은평구 신사동 22-15,1,3,0,0,0,2,0,0,1,0,0,7
은평구,갈현동 495-22번지(사거리),갈현동 495-22,0,0,1,0,0,3,2,0,0,0,0,6
은평구,동명여고 앞 교차로,서울 은평구 대조동 84-114,0,1,0,0,0,3,0,0,0,0,0,4
은평구,증산3교 서단 사거리,서울 은평구 증산동 197-10,0,2,0,0,0,2,0,2,0,0,0,6
은평구,다마스퀵,서울 은평구 통일로 827 203호,0,1,1,0,0,4,0,1,0,0,0,7
은평구,서울튼튼병원 앞 삼거리,서울 은평구 갈현로 15,0,5,0,0,0,0,0,0,0,0,0,5
은평구,연신내역 부근 사거리,서울 은평구 불광동 487-2,0,0,1,0,0,3,0,1,1,0,1,7
은평구,역촌사거리(삼성타운아파트),서울 은평구 대조동 172-77,1,2,0,0,0,1,0,1,0,0,0,5
은평구,연신내역 부근 삼거리(서쪽),서울 은평구 갈현동 439-7,0,0,0,0,0,8,0,1,0,0,0,9
은평구,구파발사거리,서울 은평구 진관동 70-20,0,2,0,0,0,2,0,0,0,0,0,4
은평구,신응교(새절역 4번출구),서울 은평구 신사동 352-1,0,2,0,1,0,4,0,0,0,0,0,7
은평구,역촌초 사거리(동쪽),서울 은평구 역촌동 82-31,0,2,1,0,0,4,1,0,0,0,1,9
은평구,와산교 서단 사거리,서울 은평구 응암동 610-5,0,1,0,0,0,4,0,1,0,0,0,6
은평구,신사동 7-15번지 앞 사거리,서울 은평구 신사동 6-36,0,0,0,0,0,3,0,1,0,0,1,5
은평구,불광시장 부근 교차로,서울 은평구 대조동 14-34,0,0,0,0,0,3,0,3,0,0,0,6
종로구,혜화동로터리(가톨릭대),서울 종로구 혜화동 56,0,10,8,0,0,2,2,1,0,0,0,23
종로구,동묘앞역 사거리(9번출구),서울 종로구 창신동 263-3,0,4,3,0,0,8,0,2,0,0,0,17
종로구,청계5가(종로5가역 부근),서울 종로구 종로5가 194-1,0,6,0,0,0,4,1,0,0,0,0,11
종로구,정동사거리(창덕여고),서울 중구 정동 23-1,0,2,1,0,0,4,1,0,0,0,1,9
종로구,광화문 앞 삼거리,서울 종로구 세종로 1-68,0,4,1,0,0,6,0,0,0,0,0,11
종로구,청계6가 앞(흥인시장),서울 종로구 창신동 436-88,0,6,0,0,0,2,1,0,0,0,0,9
종로구,동대문역 삼거리(1번출구),서울 종로구 창신동 463-2,0,2,2,0,0,7,0,1,0,0,0,12
종로구,관철동 14-1번지 사거리,관철동 14-1,0,3,2,0,0,4,0,0,0,0,0,9
종로구,서울지방경찰청(북동),서울 종로구 사직로8길 31,0,1,0,0,0,6,4,0,0,0,1,12
종로구,광하문우체국 사거리(북동),서울 종로구 종로 6,0,1,3,0,0,5,0,0,0,0,0,9
종로구,동대문성곽공원 앞 사거리,서울 종로구 종로 285,0,2,3,0,0,3,0,1,0,0,0,9
종로구,광하문우체국 사거리(북동),서울 종로구 종로 6,0,1,1,0,0,2,0,0,0,0,2,6
종로구,안국동사거리,서울 종로구 송현동 49-14,0,1,3,0,0,3,1,0,0,0,0,8
종로구,청계4가교차로,서울 종로구 예지동 47-3,0,7,0,0,0,5,0,0,0,0,0,12
종로구,동대문역 사거리(3번출구),서울 종로구 창신동 204-14,0,3,1,0,0,4,0,0,0,0,1,9
종로구,예인의터보습학원,서울 종로 평창동 197-1,0,4,0,0,0,2,0,0,0,0,0,6
종로구,청계3가교차로,서울 종로구 장사동 186-5,0,3,0,0,0,2,0,0,0,0,0,5
종로구,종묘광장(광장공원 앞),서울 종로구 종로3가 45-4,0,0,0,0,0,6,0,2,0,0,0,8
종로구,광하문빌딩 삼거리(남동),서울 중구 태평로1가 63-1,0,0,0,0,0,5,0,1,0,0,2,8
종로구,이화사거리(글로브극장),서울 종로구 연건동 218-1,0,2,2,0,0,5,0,1,0,0,0,10
종로구,평화새마을금고평화2지점(북쪽),서울 종로구 창경궁로 264,0,0,3,0,0,4,0,0,0,0,0,7
종로구,서울대연건캠퍼스 의대 부근,서울 종로구 연건동 1-3,0,2,3,0,0,3,0,0,0,0,0,8
종로구,혜화역 사거리(4번출구),서울 종로구 명륜4가 1-2,0,1,3,0,0,3,0,0,0,0,1,8
종로구,신설동역사거리(동대문우체국),서울 동대문구 천호대로 4,0,0,2,0,0,3,0,2,1,0,0,8
종로구,원서공원 앞 사거리(남동),서울 종로구 운니동 97-8,0,0,2,0,0,4,0,0,0,0,0,6
종로구,혜화동로터리(가톨릭대),서울 종로구 혜화동 56,0,2,5,0,0,1,0,0,0,0,1,9
종로구,공평아트센터 앞 사거리,서울 종로구 관훈동 186-1,0,1,3,0,0,1,0,0,0,0,1,6
종로구,창신역 앞 삼거리(1번출구),서울 종로구 창신동 20-8,0,0,1,1,0,3,0,0,1,0,0,6
종로구,종로구청 동남 사거리,서울 종로구 수송동 146-11,0,0,0,0,0,0,0,2,0,1,1,4
종로구,트윈트리타워 앞(경복궁),서울 종로구 중학동 40-2,1,2,2,0,0,4,0,0,0,0,0,9
중구,한국은행앞사거리(소공별관),서울 중구 남대문로2가 109-1,2,2,6,0,0,4,3,0,0,0,0,17
중구,신세계백화점 앞 사거리(본점),서울특별시 중구 소공로 지하 58,0,2,6,0,0,6,0,0,0,0,0,14
중구,염천교 동단 사거리,서울 중구 순화동 212-11,0,5,1,0,0,6,2,0,0,0,1,15
중구,약수역 부근 사거리(서쪽),서울특별시 중구 다산로 지하 115,0,2,1,0,1,8,0,1,0,0,0,13
중구,서소문근린공원 부근,서울 중구 순화동 199-3,0,2,7,0,0,3,3,0,0,0,0,15
중구,을지로4가역 사거리,서울특별시 중구 을지로 지하 178,0,7,0,0,0,2,0,0,0,0,1,10
중구,서울역 앞 사거리,서울 중구 만리동1가 5-1,0,2,5,0,0,3,0,0,0,0,0,10
중구,CJ제일제당빌딩 앞 사거리,서울 중구 쌍림동 146-43,0,5,0,0,0,3,1,0,0,0,0,9
중구,을지로5가(훈련원공원 앞),서울 중구 을지로5가 32-2,0,7,0,0,0,3,0,0,0,0,0,10
중구,숭례문광장 앞 교차로,서울 중구 남대문로4가 24,0,0,9,0,0,4,0,0,0,0,0,13
중구,장충체육관 앞 사거리,서울 중구 장충동2가 200-99,0,2,0,0,0,4,2,0,0,0,0,8
중구,서울역광장(남대문경찰서 앞),서울 중구 봉래동2가 125,0,2,1,0,0,4,0,0,0,0,1,8
중구,중구보건소 동쪽 사거리,서울 중구 무학동 76,0,2,1,0,0,1,0,0,0,1,0,5
중구,성동공업고등학교 부근(서북),서울 중구 흥인동 163-1,0,5,1,1,0,2,0,1,0,0,0,10
중구,서울시청 동남 삼거리,서울 중구 태평로1가 31-34,0,2,5,0,0,2,0,0,0,0,0,9
중구,연세세브란스병원 부근 사거리,서울특별시 서대문구 성산로 515,0,0,4,0,0,5,0,0,0,0,0,9
중구,남산어린이놀이터 앞 삼거리,서울 중구 남산동2가 23-1,0,2,2,0,0,1,1,1,0,0,0,7
중구,남대문세무서(북쪽),서울 중구 을지로2가 203-3,0,1,0,0,0,0,0,1,0,0,0,2
중구,만리동시장 앞 삼거리,서울 중구 남창동 64-1,0,2,1,0,0,3,0,0,0,0,0,6
중구,스리랑카대사관 앞 사거리,서울 중구 신당동 842-4,1,0,0,1,0,2,0,0,0,0,0,4
중구,을지로입구역 사거리,서울특별시 중구 을지로 지하 42,0,0,1,0,0,4,0,0,0,0,1,6
중구,청구역 사거리,서울특별시 중구 청구로 지하 77,0,0,0,0,0,2,0,1,0,0,0,3
중구,신당역 부근(4번출구),서울 중구 신당동 99,0,0,0,0,0,4,0,0,0,1,0,5
중구,남대문세무서(북쪽),서울 중구 을지로2가 148-85,0,2,2,0,0,3,1,0,0,0,0,8
중구,신당역2호선 앞 사거리,서울 중구 황학동 756,0,1,0,0,0,5,0,0,0,0,0,6
중구,동대문패션타운 부근 삼거리(북동),서울 중구 을지로6가 18-231,0,2,0,0,0,3,1,0,0,0,1,7
중구,도로교통공단 앞 사거리,서울 강서구 내발산동 754-4,0,2,0,0,0,5,0,0,0,0,0,7
중구,연세세브란스병원 부근 사거리,서울 서대문구 대신동 143-15,0,0,5,0,0,2,0,0,0,0,0,7
중구,서울역 앞 사거리,서울 중구 만리동1가 5-1,0,2,1,0,0,0,0,0,0,0,2,5
중구,도로교통공단 앞 사거리,서울 강서구 내발산동 754-4,0,0,1,0,0,2,0,1,0,0,2,6
중랑구,중화동우체국 부근(남쪽),서울 중랑구 중화동 50-5,0,1,1,0,1,5,3,0,0,0,0,11
중랑구,동1로지하차도(한샘교회),서울 중랑구 망우동 535-10,0,0,1,0,0,7,2,0,0,0,1,11
중랑구,장안교사거리(용마지구대),서울 중랑구 면목동 284-19,0,2,3,1,0,3,1,2,1,0,0,13
중랑구,상봉지하차도 교차로(상봉역),서울 중랑구 망우로 297,1,5,0,0,0,1,2,0,0,0,1,10
중랑구,망우본동 주민센터 부근,서울 중랑구 망우로67길 10,0,4,1,0,0,2,0,0,0,0,0,7
중랑구,신내지하차도(하이마트상봉점),서울 중랑구 망우로 399,0,5,2,0,0,6,1,0,1,0,1,16
중랑구,망우역 앞 사거리,서울 중랑구 상봉동 72-8,0,3,2,0,1,4,4,1,0,0,1,16
중랑구,용마한신2차 앞(101동),서울 중랑구 면목동 1326-109,1,2,2,0,0,6,1,1,0,0,0,13
중랑구,상봉시장 앞(면목초 부근),서울 중랑구 면목동 98-6,0,0,1,0,0,6,0,2,2,0,1,12
중랑구,우림시장 오거리(남동),서울 관악구 신림동 636-9,0,1,2,0,0,6,3,0,0,0,1,13
중랑구,사가정역(2번출구),서울특별시 중랑구 사가정로 지하 393,0,2,1,0,0,3,1,2,1,0,0,10
중랑구,면목2동사거리(삼성교회),서울 중랑구 면목동 176-9,0,0,1,0,0,8,0,1,0,0,0,10
중랑구,장안중 부근(북쪽),서울 중랑구 중화동 54-1,0,1,0,0,0,6,0,0,0,0,1,8
중랑구,면목역(2번출구),서울 중랑구 면목동 49-32,0,1,0,0,0,7,0,0,0,0,1,9
중랑구,중랑전화국(중목초 부근),서울 중랑구 면목동 294-2,0,6,2,0,0,2,0,0,0,0,0,10
중랑구,망우사거리(망우본동우체국),서울 중랑구 망우동 534-5,0,2,2,1,0,2,1,0,1,0,2,11
중랑구,면목2동사거리(삼성교회),서울 중랑구 면목동 290-4,1,4,1,0,0,7,0,0,1,0,0,14
중랑구,까치공원 부근(북동),서울 중랑구 면목동 608,0,2,0,1,0,2,2,1,0,0,1,9
중랑구,사가정역 부근 사거리(남쪽),서울 중랑구 면목동 630,1,0,1,0,0,3,0,2,0,0,2,9
중랑구,동원사거리(면목지구대 부근),서울 중랑구 망우동 534-17,0,1,1,0,0,4,1,0,2,0,0,9
중랑구,메가박스 상봉점 앞,서울 중랑구 상봉동 397-14,0,1,1,0,0,2,0,1,1,0,0,6
중랑구,망우본동우체국 사거리(동쪽),서울 중랑구 망우동 534-5,0,5,0,0,0,0,0,0,0,0,0,5
중랑구,중화동우체국 부근(남쪽),서울 중랑구 중화동 50-5,0,4,0,0,0,1,0,1,1,0,0,7
중랑구,상봉동 474-4번지,상봉동 474-4번지,0,1,1,0,0,1,0,0,0,0,0,3
중랑구,장안교사거리(용마지구대),서울 중랑구 면목동 290-7,1,1,4,0,0,0,0,0,1,0,0,7
중랑구,서울시체육회(새중랑교회),서울 중랑구 상봉중앙로8길 41,1,1,0,0,0,1,0,1,0,0,1,5
중랑구,망우지구대 앞 사거리,서울 중랑구 망우동 535-10,0,0,0,1,0,5,1,2,0,0,0,9
중랑구,동부시장 사거리(북동),서울 중랑구 면목동 1509-2,0,3,0,1,0,3,1,0,0,0,0,8
중랑구,신내지하차도(하이마트상봉점),서울 중랑구 망우로 399,0,0,1,0,0,3,0,1,0,0,0,5
중랑구,면목두산5단지 앞 사거리(502동),서울 중랑구 면목동 1509-2,0,0,0,1,0,1,1,0,0,0,0,3